trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 0.9900498337491681}",20,0,-123.69737954905769,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
2,False,"{'a': 0.6, 'e': 0.9801986733067553}",20,0,-41.34760327854184,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
3,False,"{'a': 0.6, 'e': 0.9704455335485082}",20,0,-106.91001079463229,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
4,False,"{'a': 0.6, 'e': 0.9607894391523232}",20,5,-2.577952448303578,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
5,False,"{'a': 0.6, 'e': 0.951229424500714}",20,1,-116.36606733829913,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 2}",1
6,False,"{'a': 0.6, 'e': 0.9417645335842487}",20,0,-130.83220632306637,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
7,False,"{'a': 0.6, 'e': 0.9323938199059483}",20,3,-53.89243387105961,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
8,False,"{'a': 0.6, 'e': 0.9231163463866358}",20,0,-109.18320331520063,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
9,False,"{'a': 0.6, 'e': 0.9139311852712282}",25,4,-61.35127392064524,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 1}",1
10,False,"{'a': 0.6, 'e': 0.9048374180359595}",20,0,-22.285483242192832,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
11,False,"{'a': 0.6, 'e': 0.8958341352965282}",20,0,-27.63483913351829,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
12,False,"{'a': 0.6, 'e': 0.8869204367171575}",30,0,-74.3323270835852,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
13,False,"{'a': 0.6, 'e': 0.8780954309205613}",20,0,-59.14163874486148,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
14,False,"{'a': 0.6, 'e': 0.8693582353988059}",25,0,-39.43333213733966,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
15,False,"{'a': 0.6, 'e': 0.8607079764250578}",25,0,-79.73289492440205,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
16,False,"{'a': 0.6, 'e': 0.8521437889662113}",25,0,-83.03659812420162,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
17,False,"{'a': 0.6, 'e': 0.8436648165963837}",20,0,-30.927749735417077,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
18,False,"{'a': 0.6, 'e': 0.835270211411272}",30,0,-151.1986801368405,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
19,False,"{'a': 0.6, 'e': 0.8269591339433623}",20,0,-136.25019119792185,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
20,False,"{'a': 0.6, 'e': 0.8187307530779818}",20,0,-161.84015278040573,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 4}",0
21,False,"{'a': 0.6, 'e': 0.8105842459701871}",20,0,-29.234188114413136,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
22,False,"{'a': 0.6, 'e': 0.8025187979624785}",35,21,9.575680558446972,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.6, 'e': 0.794533602503334}",30,12,-80.67448103808687,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
24,False,"{'a': 0.6, 'e': 0.7866278610665535}",20,0,-94.4788434765741,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
25,False,"{'a': 0.6, 'e': 0.7788007830714049}",20,0,-112.48369994544537,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
26,False,"{'a': 0.6, 'e': 0.7710515858035663}",25,0,-96.79226980581468,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
27,False,"{'a': 0.6, 'e': 0.7633794943368531}",30,0,-87.61188881780099,"{0: 19, 1: 7, 2: 3, 3: 0, 4: 1}",0
28,False,"{'a': 0.6, 'e': 0.7557837414557255}",25,0,-74.8601701346433,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
29,False,"{'a': 0.6, 'e': 0.7482635675785653}",20,0,-94.86954668796196,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
30,False,"{'a': 0.6, 'e': 0.7408182206817179}",20,5,-77.0967902083848,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 1}",1
31,False,"{'a': 0.6, 'e': 0.7334469562242892}",30,0,-117.64127574155636,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
32,False,"{'a': 0.6, 'e': 0.7261490370736909}",20,0,-151.59008339704243,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
33,False,"{'a': 0.6, 'e': 0.7189237334319262}",25,0,-156.7986243238588,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
34,False,"{'a': 0.6, 'e': 0.7117703227626097}",20,15,-33.547090264847824,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
35,False,"{'a': 0.6, 'e': 0.7046880897187134}",30,11,-25.300218145431025,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
36,False,"{'a': 0.6, 'e': 0.697676326071031}",25,17,2.5961841804802863,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
37,False,"{'a': 0.6, 'e': 0.6907343306373547}",20,7,15.64488915779076,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.6, 'e': 0.6838614092123558}",25,0,-82.54242895396278,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
39,False,"{'a': 0.6, 'e': 0.6770568744981647}",25,0,-119.61599471718068,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
40,False,"{'a': 0.6, 'e': 0.6703200460356393}",25,0,-79.55901549587209,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
41,False,"{'a': 0.6, 'e': 0.6636502501363194}",30,0,-119.23806672971573,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
42,False,"{'a': 0.6, 'e': 0.6570468198150567}",30,14,-29.69601049250188,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
43,False,"{'a': 0.6, 'e': 0.6505090947233165}",25,0,0.8946416744048669,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
44,False,"{'a': 0.6, 'e': 0.6440364210831414}",25,6,-43.98845923016074,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 0}",1
45,False,"{'a': 0.6, 'e': 0.6376281516217733}",20,0,-73.75101203542003,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
46,False,"{'a': 0.6, 'e': 0.631283645506926}",20,0,-25.791601917721913,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
47,False,"{'a': 0.6, 'e': 0.6250022682827008}",20,5,-47.973326274395696,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
48,False,"{'a': 0.6, 'e': 0.6187833918061408}",20,4,-35.021346009110125,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
49,False,"{'a': 0.6, 'e': 0.6126263941844161}",20,0,-58.001610171121115,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
50,False,"{'a': 0.6, 'e': 0.6065306597126334}",25,0,-112.52066583177525,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
51,False,"{'a': 0.6, 'e': 0.6004955788122659}",20,0,-55.08806915348432,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
52,False,"{'a': 0.6, 'e': 0.5945205479701944}",20,8,-19.795647459664853,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
53,False,"{'a': 0.6, 'e': 0.5886049696783552}",30,10,-60.39103737243592,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
54,False,"{'a': 0.6, 'e': 0.5827482523739896}",20,8,-43.74732053753908,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
55,False,"{'a': 0.6, 'e': 0.5769498103804866}",20,14,9.996532156991433,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.6, 'e': 0.5712090638488149}",20,0,-83.24211148380515,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
57,False,"{'a': 0.6, 'e': 0.5655254386995371}",25,5,-46.9112456399634,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
58,False,"{'a': 0.6, 'e': 0.559898366565402}",20,5,-9.661907348672688,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
59,False,"{'a': 0.6, 'e': 0.5543272847345071}",20,12,1.860416646868163,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.6, 'e': 0.5488116360940265}",30,10,-118.77014352017963,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",1
61,False,"{'a': 0.6, 'e': 0.5433508690744998}",20,9,12.220959484656124,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.6, 'e': 0.5379444375946745}",20,0,-77.43243333334586,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
63,False,"{'a': 0.6, 'e': 0.5325918010068972}",20,7,-36.08774841899694,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
64,False,"{'a': 0.6, 'e': 0.5272924240430485}",20,3,-2.4767761299144793,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
65,False,"{'a': 0.6, 'e': 0.522045776761016}",20,10,-9.493351314159254,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
66,False,"{'a': 0.6, 'e': 0.5168513344916992}",20,3,-5.307394433253364,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
67,False,"{'a': 0.6, 'e': 0.5117085777865424}",25,0,-67.3237050172281,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
68,False,"{'a': 0.6, 'e': 0.5066169923655895}",25,14,10.446566060483914,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.6, 'e': 0.5015760690660555}",30,0,-63.46483944493119,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
70,False,"{'a': 0.6, 'e': 0.49658530379140947}",20,8,19.36463748091351,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.6, 'e': 0.4916441974609651}",35,10,-18.67187115119896,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",1
72,False,"{'a': 0.6, 'e': 0.4867522559599717}",25,3,-80.86878063716154,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 1}",1
73,False,"{'a': 0.6, 'e': 0.48190899009020244}",20,5,15.11139812954061,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.6, 'e': 0.4771139155210344}",25,0,-20.44474762403878,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
75,False,"{'a': 0.6, 'e': 0.4723665527410147}",30,8,-36.88950122019398,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
76,False,"{'a': 0.6, 'e': 0.46766642700990924}",20,0,17.540808940126883,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
77,False,"{'a': 0.6, 'e': 0.46301306831122807}",30,2,16.44950719050331,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
78,False,"{'a': 0.6, 'e': 0.4584060113052235}",25,3,-0.958026245682261,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.6, 'e': 0.45384479528235583}",25,0,-1.8626570038495203,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
80,False,"{'a': 0.6, 'e': 0.44932896411722156}",25,16,-3.945505651062316,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.6, 'e': 0.4448580662229411}",25,17,14.132438394310924,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.6, 'e': 0.44043165450599925}",30,16,4.02213818929882,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.6, 'e': 0.43604928632153556}",20,0,-18.22974159120044,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
84,False,"{'a': 0.6, 'e': 0.43171052342907973}",20,9,-7.892779643713926,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
85,False,"{'a': 0.6, 'e': 0.4274149319487267}",20,11,-3.213455288729765,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
86,False,"{'a': 0.6, 'e': 0.4231620823177488}",25,0,-78.23301581438099,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
87,False,"{'a': 0.6, 'e': 0.418951549247639}",20,12,4.262324944575663,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.4147829116815814}",25,2,0.4536907385615361,"{0: 18, 1: 5, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.6, 'e': 0.4106557527523455}",35,9,-50.974010340433374,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 1}",1
90,False,"{'a': 0.6, 'e': 0.4065696597405991}",25,6,-86.6656290732355,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
91,False,"{'a': 0.6, 'e': 0.40252422403363597}",30,0,0.2032859907398865,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
92,False,"{'a': 0.6, 'e': 0.39851904108451414}",35,16,-59.00071205070496,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
93,False,"{'a': 0.6, 'e': 0.3945537103716011}",30,17,11.955125117532958,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.6, 'e': 0.3906278353585211}",20,15,9.300806292921141,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.6, 'e': 0.3867410234545012}",20,8,-4.378687801900677,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.6, 'e': 0.38289288597511206}",20,9,-36.616588689337874,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
97,False,"{'a': 0.6, 'e': 0.37908303810339883}",25,0,-5.247758064130357,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
98,False,"{'a': 0.6, 'e': 0.37531109885139957}",25,13,-15.951730176820712,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
99,False,"{'a': 0.6, 'e': 0.3715766910220457}",25,16,7.316729213232278,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.6, 'e': 0.36787944117144233}",20,10,18.92434171248801,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.6, 'e': 0.3642189795715233}",20,0,-15.725312929212196,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.6, 'e': 0.3605949401730783}",25,11,-67.93989541356291,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
103,False,"{'a': 0.6, 'e': 0.3570069605691474}",30,3,-19.252620179083173,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 0}",1
104,False,"{'a': 0.6, 'e': 0.35345468195878016}",25,0,-147.18211184044202,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
105,False,"{'a': 0.6, 'e': 0.3499377491111553}",25,13,18.992013599499902,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.6, 'e': 0.3464558103300574}",20,8,-46.59064807264909,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
107,False,"{'a': 0.6, 'e': 0.34300851741870664}",20,9,-33.919526299047845,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
108,False,"{'a': 0.6, 'e': 0.3395955256449391}",25,12,-7.9134973673337,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
109,False,"{'a': 0.6, 'e': 0.3362164937067333}",25,8,-31.91180934932332,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
110,False,"{'a': 0.6, 'e': 0.33287108369807955}",30,9,-11.357757783322056,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
111,False,"{'a': 0.6, 'e': 0.32955896107518906}",25,8,-65.51909219822879,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
112,False,"{'a': 0.6, 'e': 0.32627979462303947}",20,0,0.44282116936229277,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
113,False,"{'a': 0.6, 'e': 0.3230332564222529}",25,14,7.842109302300935,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.6, 'e': 0.31981902181630384}",30,0,-11.519741601130402,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
115,False,"{'a': 0.6, 'e': 0.31663676937905316}",30,0,26.70284657289203,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.6, 'e': 0.3134861808826053}",20,10,13.197242659109081,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.6, 'e': 0.31036694126548503}",35,14,30.0737861701669,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.6, 'e': 0.30727873860113125}",20,7,-78.27935466518751,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
119,False,"{'a': 0.6, 'e': 0.3042212640667041}",25,11,24.53005846430821,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.6, 'e': 0.30119421191220214}",20,3,20.808413485881793,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.6, 'e': 0.2981972794298874}",35,14,1.9314465049520826,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.6, 'e': 0.2952301669240142}",35,0,9.33316764078488,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",1
123,False,"{'a': 0.6, 'e': 0.2922925776808594}",35,21,9.445003169846974,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.6, 'e': 0.2893842179390506}",30,9,4.94277954993057,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.6, 'e': 0.2865047968601901}",25,15,-30.657977628083927,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
126,False,"{'a': 0.6, 'e': 0.2836540264997704}",25,20,11.932542076487616,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.6, 'e': 0.2808316217783798}",30,17,-68.13161270259373,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 1}",1
128,False,"{'a': 0.6, 'e': 0.27803730045319414}",20,6,-10.404261767684407,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
129,False,"{'a': 0.6, 'e': 0.27527078308975234}",25,8,20.03038013733853,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.6, 'e': 0.2725317930340126}",20,0,2.6200984860498355,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.6, 'e': 0.2698200563846868}",30,16,20.747811404068134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.6, 'e': 0.26713530196585034}",25,6,-62.03604653589965,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
133,False,"{'a': 0.6, 'e': 0.26447726129982396}",20,15,2.9101771593380388,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.6, 'e': 0.261845668580326}",30,6,37.6699565641629,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.6, 'e': 0.2592402606458915}",30,19,-45.58799552459572,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
136,False,"{'a': 0.6, 'e': 0.2566607769535559}",35,13,-61.86005610612771,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 2}",1
137,False,"{'a': 0.6, 'e': 0.25410695955280027}",35,23,-29.946725745232662,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.6, 'e': 0.25157855305975646}",30,8,23.432431023465934,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.6, 'e': 0.24907530463166816}",30,13,-7.2440885459979985,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.6, 'e': 0.24659696394160643}",30,13,-12.50164414365209,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
141,False,"{'a': 0.6, 'e': 0.2441432831534371}",30,23,11.501424912685582,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.6, 'e': 0.24171401689703645}",25,0,0.6512525117600134,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
143,False,"{'a': 0.6, 'e': 0.23930892224375455}",20,0,16.931094227946325,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
144,False,"{'a': 0.6, 'e': 0.23692775868212176}",25,0,-27.036133749172457,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
145,False,"{'a': 0.6, 'e': 0.23457028809379765}",25,11,5.952219453496138,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.6, 'e': 0.23223627472975883}",20,3,-7.816775528019135,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
147,False,"{'a': 0.6, 'e': 0.22992548518672384}",20,11,15.537322087257225,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.6, 'e': 0.22763768838381274}",25,0,-37.61099620825606,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
149,False,"{'a': 0.6, 'e': 0.22537265553943872}",20,0,17.407647219854738,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
150,False,"{'a': 0.6, 'e': 0.22313016014842982}",20,8,0.9316683984353595,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.6, 'e': 0.2209099779593782}",25,7,9.019180439673292,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.6, 'e': 0.21871188695221475}",25,16,18.06762366599327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.6, 'e': 0.21653566731600707}",25,0,2.942417450432058,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
154,False,"{'a': 0.6, 'e': 0.21438110142697794}",25,7,-28.66283098231216,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
155,False,"{'a': 0.6, 'e': 0.21224797382674304}",30,10,22.40986850871836,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.6, 'e': 0.21013607120076472}",25,10,14.984338387609686,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.6, 'e': 0.20804518235702046}",25,0,1.2998490181414668,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
158,False,"{'a': 0.6, 'e': 0.20597509820488344}",35,22,13.260178588864804,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.6, 'e': 0.20392561173421342}",25,16,8.815376233741818,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.6, 'e': 0.20189651799465538}",25,11,23.509391888913306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.6, 'e': 0.1998876140751445}",25,17,18.026227823194507,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.6, 'e': 0.19789869908361465}",25,16,15.402501583005314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.6, 'e': 0.19592957412690934}",25,17,13.503950199050552,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.6, 'e': 0.19398004229089189}",30,16,7.649264912084963,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.6, 'e': 0.19204990862075408}",30,8,11.8484484731288,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.6, 'e': 0.1901389801015205}",20,0,3.479286182474555,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
167,False,"{'a': 0.6, 'e': 0.1882470656387468}",35,11,26.23159780485077,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.6, 'e': 0.18637397603940997}",30,8,28.4508885941619,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.6, 'e': 0.18451952399298926}",25,13,20.290937543857392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.6, 'e': 0.18268352405273466}",20,0,-31.70493776387974,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
171,False,"{'a': 0.6, 'e': 0.1808657926171221}",25,11,2.3249037067898137,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.6, 'e': 0.17906614791149322}",20,0,23.00408576545494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
173,False,"{'a': 0.6, 'e': 0.17728440996987782}",20,6,1.4813302945636098,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.6, 'e': 0.17552040061699686}",30,0,21.467188192304075,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
175,False,"{'a': 0.6, 'e': 0.17377394345044514}",25,15,15.210264146971525,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.6, 'e': 0.17204486382305054}",20,6,14.952464106268627,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.6, 'e': 0.17033298882540943}",25,4,-26.382597687529127,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.6, 'e': 0.1686381472685955}",25,9,-10.877757275885873,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
179,False,"{'a': 0.6, 'e': 0.1669601696670407}",25,0,-34.95504568216977,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
180,False,"{'a': 0.6, 'e': 0.16529888822158653}",25,3,31.65024356401821,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 0.16365413680270405}",20,8,9.037342086587376,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.6, 'e': 0.16202575093388075}",20,13,12.97623691976964,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.6, 'e': 0.16041356777517274}",20,7,20.542833074432163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.6, 'e': 0.15881742610692068}",25,7,6.528288406103077,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
